"Subject" "Activity" "Signals" "Mean"
"8" "walking_upstairs" "tBodyGyroJerk-mean()-Y" -0.0400922240331673
"8" "walking_upstairs" "tBodyGyroJerk-mean()-Z" -0.0582887148366548
"8" "walking_upstairs" "tBodyAccMag-mean()" -0.468522592843416
"8" "walking_upstairs" "tGravityAccMag-mean()" -0.468522592843416
"8" "walking_upstairs" "tBodyAccJerkMag-mean()" -0.534248616612028
"8" "walking_upstairs" "tBodyGyroMag-mean()" -0.476214943826192
"8" "walking_upstairs" "tBodyGyroJerkMag-mean()" -0.673625525658363
"8" "walking_upstairs" "fBodyAcc-mean()-X" -0.581831414648399
"8" "walking_upstairs" "fBodyAcc-mean()-Y" -0.374944236206406
"8" "walking_upstairs" "fBodyAcc-mean()-Z" -0.550979388719929
"8" "walking_upstairs" "fBodyAcc-meanFreq()-X" -0.216022261686477
"8" "walking_upstairs" "fBodyAcc-meanFreq()-Y" 0.0263297524124555
"8" "walking_upstairs" "fBodyAcc-meanFreq()-Z" 0.0913951982033452
"8" "walking_upstairs" "fBodyAccJerk-mean()-X" -0.59163500910605
"8" "walking_upstairs" "fBodyAccJerk-mean()-Y" -0.495906215569395
"8" "walking_upstairs" "fBodyAccJerk-mean()-Z" -0.644285802406762
"8" "walking_upstairs" "fBodyAccJerk-meanFreq()-X" 0.0212336768810676
"8" "walking_upstairs" "fBodyAccJerk-meanFreq()-Y" -0.169061574411388
"8" "walking_upstairs" "fBodyAccJerk-meanFreq()-Z" -0.0826086104950178
"8" "walking_upstairs" "fBodyGyro-mean()-X" -0.601382421248399
"8" "walking_upstairs" "fBodyGyro-mean()-Y" -0.575938482711388
"8" "walking_upstairs" "fBodyGyro-mean()-Z" -0.525562919047438
"8" "walking_upstairs" "fBodyGyro-meanFreq()-X" -0.117102793715658
"8" "walking_upstairs" "fBodyGyro-meanFreq()-Y" -0.153879695796192
"8" "walking_upstairs" "fBodyGyro-meanFreq()-Z" -0.0430258806635231
"8" "walking_upstairs" "fBodyAccMag-mean()" -0.512106792856939
"8" "walking_upstairs" "fBodyAccMag-meanFreq()" 0.146541439681957
"8" "walking_upstairs" "fBodyBodyAccJerkMag-mean()" -0.529244911130605
"8" "walking_upstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.271528870278648
"8" "walking_upstairs" "fBodyBodyGyroMag-mean()" -0.609984289180071
"8" "walking_upstairs" "fBodyBodyGyroMag-meanFreq()" -0.0232241525951918
"8" "walking_upstairs" "fBodyBodyGyroJerkMag-mean()" -0.70215621546726
"8" "walking_upstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.223748693337011
"9" "walking_upstairs" "tBodyAcc-std()-X" -0.555656544538194
"9" "walking_upstairs" "tBodyAcc-std()-Y" -0.5758878952125
"9" "walking_upstairs" "tBodyAcc-std()-Z" -0.506111776081806
"9" "walking_upstairs" "tGravityAcc-std()-X" -0.958784666180556
"9" "walking_upstairs" "tGravityAcc-std()-Y" -0.949938115208333
"9" "walking_upstairs" "tGravityAcc-std()-Z" -0.920554317815972
"9" "walking_upstairs" "tBodyAccJerk-std()-X" -0.578305161360069
"9" "walking_upstairs" "tBodyAccJerk-std()-Y" -0.678923872274306
"9" "walking_upstairs" "tBodyAccJerk-std()-Z" -0.721610094569444
"9" "walking_upstairs" "tBodyGyro-std()-X" -0.676452392569444
"9" "walking_upstairs" "tBodyGyro-std()-Y" -0.670498220701389
"9" "walking_upstairs" "tBodyGyro-std()-Z" -0.587557692291458
"9" "walking_upstairs" "tBodyGyroJerk-std()-X" -0.7617108665625
"9" "walking_upstairs" "tBodyGyroJerk-std()-Y" -0.773273878854167
"9" "walking_upstairs" "tBodyGyroJerk-std()-Z" -0.744656038298611
"9" "walking_upstairs" "tBodyAccMag-std()" -0.553038255314792
"9" "walking_upstairs" "tGravityAccMag-std()" -0.553038255314792
"9" "walking_upstairs" "tBodyAccJerkMag-std()" -0.608862145384722
"9" "walking_upstairs" "tBodyGyroMag-std()" -0.663198385034722
"9" "walking_upstairs" "tBodyGyroJerkMag-std()" -0.786176892048611
"9" "walking_upstairs" "fBodyAcc-std()-X" -0.547995744907986
"9" "walking_upstairs" "fBodyAcc-std()-Y" -0.586766083232639
"9" "walking_upstairs" "fBodyAcc-std()-Z" -0.501074006965903
"9" "walking_upstairs" "fBodyAccJerk-std()-X" -0.572819893733993
"9" "walking_upstairs" "fBodyAccJerk-std()-Y" -0.679065855003472
"9" "walking_upstairs" "fBodyAccJerk-std()-Z" -0.739139922708333
"9" "walking_upstairs" "fBodyGyro-std()-X" -0.690689895534722
"9" "walking_upstairs" "fBodyGyro-std()-Y" -0.667203220760417
"9" "walking_upstairs" "fBodyGyro-std()-Z" -0.619468634127778
"9" "walking_upstairs" "fBodyAccMag-std()" -0.624456827182986
"9" "walking_upstairs" "fBodyBodyAccJerkMag-std()" -0.611619343190972
"9" "walking_upstairs" "fBodyBodyGyroMag-std()" -0.697729432621528
"9" "walking_upstairs" "fBodyBodyGyroJerkMag-std()" -0.801296292638889
"9" "walking_upstairs" "tBodyAcc-mean()-X" 0.270313841621528
"9" "walking_upstairs" "tBodyAcc-mean()-Y" -0.0209466555412396
"9" "walking_upstairs" "tBodyAcc-mean()-Z" -0.101233826213889
"9" "walking_upstairs" "tGravityAcc-mean()-X" 0.670845545555556
"9" "walking_upstairs" "tGravityAcc-mean()-Y" -0.0467446999509028
"9" "walking_upstairs" "tGravityAcc-mean()-Z" 0.104353653032743
"9" "walking_upstairs" "tBodyAccJerk-mean()-X" 0.0840171430291667
"9" "walking_upstairs" "tBodyAccJerk-mean()-Y" 0.00678485848399306
"9" "walking_upstairs" "tBodyAccJerk-mean()-Z" -0.00102998088194444
"9" "walking_upstairs" "tBodyGyro-mean()-X" -0.0701318154561458
"9" "walking_upstairs" "tBodyGyro-mean()-Y" -0.0729884312991667
"9" "walking_upstairs" "tBodyGyro-mean()-Z" 0.109092913237986
"9" "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0892254930640278
"9" "walking_upstairs" "tBodyGyroJerk-mean()-Y" -0.0397344421815972
"9" "walking_upstairs" "tBodyGyroJerk-mean()-Z" -0.053402884281875
"9" "walking_upstairs" "tBodyAccMag-mean()" -0.505183470509188
"9" "walking_upstairs" "tGravityAccMag-mean()" -0.505183470509188
"9" "walking_upstairs" "tBodyAccJerkMag-mean()" -0.621608245092361
"9" "walking_upstairs" "tBodyGyroMag-mean()" -0.550201866572569
"9" "walking_upstairs" "tBodyGyroJerkMag-mean()" -0.7629795809375
"9" "walking_upstairs" "fBodyAcc-mean()-X" -0.579258404408681
"9" "walking_upstairs" "fBodyAcc-mean()-Y" -0.610267804090278
"9" "walking_upstairs" "fBodyAcc-mean()-Z" -0.592119122804271
"9" "walking_upstairs" "fBodyAcc-meanFreq()-X" -0.291349229752569
"9" "walking_upstairs" "fBodyAcc-meanFreq()-Y" -0.0879003298041667
"9" "walking_upstairs" "fBodyAcc-meanFreq()-Z" -0.0304334227664236
"9" "walking_upstairs" "fBodyAccJerk-mean()-X" -0.621377141312847
"9" "walking_upstairs" "fBodyAccJerk-mean()-Y" -0.699766614569444
"9" "walking_upstairs" "fBodyAccJerk-mean()-Z" -0.702931927996528
"9" "walking_upstairs" "fBodyAccJerk-meanFreq()-X" -0.219176266215278
"9" "walking_upstairs" "fBodyAccJerk-meanFreq()-Y" -0.296107744084757
"9" "walking_upstairs" "fBodyAccJerk-meanFreq()-Z" -0.290292303180208
"9" "walking_upstairs" "fBodyGyro-mean()-X" -0.639863219559028
"9" "walking_upstairs" "fBodyGyro-mean()-Y" -0.683924287600694
"9" "walking_upstairs" "fBodyGyro-mean()-Z" -0.612680463163889
"9" "walking_upstairs" "fBodyGyro-meanFreq()-X" -0.205909254584222
"9" "walking_upstairs" "fBodyGyro-meanFreq()-Y" -0.240880440259861
"9" "walking_upstairs" "fBodyGyro-meanFreq()-Z" -0.196153280691528
"9" "walking_upstairs" "fBodyAccMag-mean()" -0.553186448295139
"9" "walking_upstairs" "fBodyAccMag-meanFreq()" -0.00358269125034722
"9" "walking_upstairs" "fBodyBodyAccJerkMag-mean()" -0.609193721940625
"9" "walking_upstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.0983598303289236
"9" "walking_upstairs" "fBodyBodyGyroMag-mean()" -0.700863097986111
"9" "walking_upstairs" "fBodyBodyGyroMag-meanFreq()" -0.108828634535764
"9" "walking_upstairs" "fBodyBodyGyroJerkMag-mean()" -0.786473954201389
"9" "walking_upstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.0927763736788194
"10" "walking_downstairs" "tBodyAcc-std()-X" -0.425216183982906
"10" "walking_downstairs" "tBodyAcc-std()-Y" -0.386704550776068
"10" "walking_downstairs" "tBodyAcc-std()-Z" -0.523113372540812
"10" "walking_downstairs" "tGravityAcc-std()-X" -0.964245853333333
"10" "walking_downstairs" "tGravityAcc-std()-Y" -0.95273087965812
"10" "walking_downstairs" "tGravityAcc-std()-Z" -0.929729024405983
"10" "walking_downstairs" "tBodyAccJerk-std()-X" -0.414395232038462
"10" "walking_downstairs" "tBodyAccJerk-std()-Y" -0.431961308787137
"10" "walking_downstairs" "tBodyAccJerk-std()-Z" -0.690604755970085
"10" "walking_downstairs" "tBodyGyro-std()-X" -0.597873796746581
"10" "walking_downstairs" "tBodyGyro-std()-Y" -0.492482432210256
"10" "walking_downstairs" "tBodyGyro-std()-Z" -0.505981516216239
"10" "walking_downstairs" "tBodyGyroJerk-std()-X" -0.632669178589744
"10" "walking_downstairs" "tBodyGyroJerk-std()-Y" -0.713441119059829
"10" "walking_downstairs" "tBodyGyroJerk-std()-Z" -0.611026435705128
"10" "walking_downstairs" "tBodyAccMag-std()" -0.44358190387041
"10" "walking_downstairs" "tGravityAccMag-std()" -0.44358190387041
"10" "walking_downstairs" "tBodyAccJerkMag-std()" -0.416276937898718
"10" "walking_downstairs" "tBodyGyroMag-std()" -0.541830959732991
"10" "walking_downstairs" "tBodyGyroJerkMag-std()" -0.714863988119658
"10" "walking_downstairs" "fBodyAcc-std()-X" -0.429098457335897
"10" "walking_downstairs" "fBodyAcc-std()-Y" -0.430554427691538
"10" "walking_downstairs" "fBodyAcc-std()-Z" -0.537241875010256
"10" "walking_downstairs" "fBodyAccJerk-std()-X" -0.444119132470983
"10" "walking_downstairs" "fBodyAccJerk-std()-Y" -0.451626571504701
"10" "walking_downstairs" "fBodyAccJerk-std()-Z" -0.726013573974359
"10" "walking_downstairs" "fBodyGyro-std()-X" -0.621040868816239
"10" "walking_downstairs" "fBodyGyro-std()-Y" -0.460535897286325
"10" "walking_downstairs" "fBodyGyro-std()-Z" -0.565036981154701
"10" "walking_downstairs" "fBodyAccMag-std()" -0.552739646816667
"10" "walking_downstairs" "fBodyBodyAccJerkMag-std()" -0.446280697635769
"10" "walking_downstairs" "fBodyBodyGyroMag-std()" -0.593770651726496
"10" "walking_downstairs" "fBodyBodyGyroJerkMag-std()" -0.737951108418803
"10" "walking_downstairs" "tBodyAcc-mean()-X" 0.276238831213675
"10" "walking_downstairs" "tBodyAcc-mean()-Y" -0.0188857189162821
"10" "walking_downstairs" "tBodyAcc-mean()-Z" -0.112087661002564
"10" "walking_downstairs" "tGravityAcc-mean()-X" 0.65835911957265
"10" "walking_downstairs" "tGravityAcc-mean()-Y" -0.165177771367521
"10" "walking_downstairs" "tGravityAcc-mean()-Z" 0.0307366662204145
"10" "walking_downstairs" "tBodyAccJerk-mean()-X" 0.0804000423888889
"10" "walking_downstairs" "tBodyAccJerk-mean()-Y" 0.0153774046898718
"10" "walking_downstairs" "tBodyAccJerk-mean()-Z" -0.0143982101450427
"10" "walking_downstairs" "tBodyGyro-mean()-X" -0.0144658378235897
"10" "walking_downstairs" "tBodyGyro-mean()-Y" -0.0863038250719359
"10" "walking_downstairs" "tBodyGyro-mean()-Z" 0.089594378107906
"10" "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.11062834367265
"10" "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.043380952132265
"10" "walking_downstairs" "tBodyGyroJerk-mean()-Z" -0.0554261378425641
"10" "walking_downstairs" "tBodyAccMag-mean()" -0.384739666615641
"10" "walking_downstairs" "tGravityAccMag-mean()" -0.384739666615641
"10" "walking_downstairs" "tBodyAccJerkMag-mean()" -0.474897326746876
"10" "walking_downstairs" "tBodyGyroMag-mean()" -0.412441627912821
"10" "walking_downstairs" "tBodyGyroJerkMag-mean()" -0.670402026880342
"10" "walking_downstairs" "fBodyAcc-mean()-X" -0.418694276739316
"10" "walking_downstairs" "fBodyAcc-mean()-Y" -0.380394009936325
"10" "walking_downstairs" "fBodyAcc-mean()-Z" -0.572754894505128
"10" "walking_downstairs" "fBodyAcc-meanFreq()-X" -0.198237467184402
"10" "walking_downstairs" "fBodyAcc-meanFreq()-Y" 0.088899044042735
"10" "walking_downstairs" "fBodyAcc-meanFreq()-Z" 0.126955803301549
"10" "walking_downstairs" "fBodyAccJerk-mean()-X" -0.436761689484615
"10" "walking_downstairs" "fBodyAccJerk-mean()-Y" -0.450402445118248
"10" "walking_downstairs" "fBodyAccJerk-mean()-Z" -0.654781895967094
"10" "walking_downstairs" "fBodyAccJerk-meanFreq()-X" -0.0856086178596154
"10" "walking_downstairs" "fBodyAccJerk-meanFreq()-Y" -0.181063512296154
"10" "walking_downstairs" "fBodyAccJerk-meanFreq()-Z" -0.0208108510961538
"10" "walking_downstairs" "fBodyGyro-mean()-X" -0.531727937426966
"10" "walking_downstairs" "fBodyGyro-mean()-Y" -0.564114631944444
"10" "walking_downstairs" "fBodyGyro-mean()-Z" -0.467504644086325
"10" "walking_downstairs" "fBodyGyro-meanFreq()-X" -0.0933071451660684
"10" "walking_downstairs" "fBodyGyro-meanFreq()-Y" -0.129584765945726
"10" "walking_downstairs" "fBodyGyro-meanFreq()-Z" -0.0723224360760684
"10" "walking_downstairs" "fBodyAccMag-mean()" -0.407807233704274
"10" "walking_downstairs" "fBodyAccMag-meanFreq()" 0.151585663446154
"10" "walking_downstairs" "fBodyBodyAccJerkMag-mean()" -0.398398451363248
"10" "walking_downstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.12717476854406
"10" "walking_downstairs" "fBodyBodyGyroMag-mean()" -0.585222602952991
"10" "walking_downstairs" "fBodyBodyGyroMag-meanFreq()" 0.00472568984011538
"10" "walking_downstairs" "fBodyBodyGyroJerkMag-mean()" -0.713252357820513
"10" "walking_downstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.135779552295726
"10" "walking_upstairs" "tBodyAcc-std()-X" -0.976914667166667
"10" "walking_upstairs" "tBodyAcc-std()-Y" -0.929141091633333
"10" "walking_upstairs" "tBodyAcc-std()-Z" -0.972264913
"10" "walking_upstairs" "tGravityAcc-std()-X" -0.9719009915
"10" "walking_upstairs" "tGravityAcc-std()-Y" -0.961517524833333
"10" "walking_upstairs" "tGravityAcc-std()-Z" -0.973718302333333
"10" "walking_upstairs" "tBodyAccJerk-std()-X" -0.977836345
"10" "walking_upstairs" "tBodyAccJerk-std()-Y" -0.962510329833333
"10" "walking_upstairs" "tBodyAccJerk-std()-Z" -0.9852148295
"10" "walking_upstairs" "tBodyGyro-std()-X" -0.970429545833333
"10" "walking_upstairs" "tBodyGyro-std()-Y" -0.976850974833333
"10" "walking_upstairs" "tBodyGyro-std()-Z" -0.957569497
"10" "walking_upstairs" "tBodyGyroJerk-std()-X" -0.978483352166667
"10" "walking_upstairs" "tBodyGyroJerk-std()-Y" -0.983924353
"10" "walking_upstairs" "tBodyGyroJerk-std()-Z" -0.982318139166667
"10" "walking_upstairs" "tBodyAccMag-std()" -0.942239747
"10" "walking_upstairs" "tGravityAccMag-std()" -0.942239747
"10" "walking_upstairs" "tBodyAccJerkMag-std()" -0.970288294833333
"10" "walking_upstairs" "tBodyGyroMag-std()" -0.946460267166667
"10" "walking_upstairs" "tBodyGyroJerkMag-std()" -0.979257408333333
"10" "walking_upstairs" "fBodyAcc-std()-X" -0.978249844833333
"10" "walking_upstairs" "fBodyAcc-std()-Y" -0.928300078783333
"10" "walking_upstairs" "fBodyAcc-std()-Z" -0.971528370666667
"10" "walking_upstairs" "fBodyAccJerk-std()-X" -0.979612429166667
"10" "walking_upstairs" "fBodyAccJerk-std()-Y" -0.964387826
"10" "walking_upstairs" "fBodyAccJerk-std()-Z" -0.9864711005
"10" "walking_upstairs" "fBodyGyro-std()-X" -0.971946495
"10" "walking_upstairs" "fBodyGyro-std()-Y" -0.977034021833333
"10" "walking_upstairs" "fBodyGyro-std()-Z" -0.961499603833333
"10" "walking_upstairs" "fBodyAccMag-std()" -0.946976321166667
"10" "walking_upstairs" "fBodyBodyAccJerkMag-std()" -0.969339341333333
"10" "walking_upstairs" "fBodyBodyGyroMag-std()" -0.94776606
"10" "walking_upstairs" "fBodyBodyGyroJerkMag-std()" -0.978997537333333
"10" "walking_upstairs" "tBodyAcc-mean()-X" 0.2792260805
"10" "walking_upstairs" "tBodyAcc-mean()-Y" -0.0137410699333333
"10" "walking_upstairs" "tBodyAcc-mean()-Z" -0.1082356298
"10" "walking_upstairs" "tGravityAcc-mean()-X" 0.582637512166667
"10" "walking_upstairs" "tGravityAcc-mean()-Y" 0.2814715215
"10" "walking_upstairs" "tGravityAcc-mean()-Z" 0.1506301434
"10" "walking_upstairs" "tBodyAccJerk-mean()-X" 0.0775130550833333
"10" "walking_upstairs" "tBodyAccJerk-mean()-Y" 0.00330831786383333
"10" "walking_upstairs" "tBodyAccJerk-mean()-Z" 0.000510105274833334
"10" "walking_upstairs" "tBodyGyro-mean()-X" -0.0342448434966667
"10" "walking_upstairs" "tBodyGyro-mean()-Y" -0.078152882769
"10" "walking_upstairs" "tBodyGyro-mean()-Z" 0.0966117812
"10" "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0984885261
"10" "walking_upstairs" "tBodyGyroJerk-mean()-Y" -0.0386820786833333
"10" "walking_upstairs" "tBodyGyroJerk-mean()-Z" -0.0560434883966667
"10" "walking_upstairs" "tBodyAccMag-mean()" -0.9617663145
"10" "walking_upstairs" "tGravityAccMag-mean()" -0.9617663145
"10" "walking_upstairs" "tBodyAccJerkMag-mean()" -0.978933889
"10" "walking_upstairs" "tBodyGyroMag-mean()" -0.948394682666667
"10" "walking_upstairs" "tBodyGyroJerkMag-mean()" -0.984314541333333
"10" "walking_upstairs" "fBodyAcc-mean()-X" -0.975310696833333
"10" "walking_upstairs" "fBodyAcc-mean()-Y" -0.940255585
"10" "walking_upstairs" "fBodyAcc-mean()-Z" -0.976061050166667
"10" "walking_upstairs" "fBodyAcc-meanFreq()-X" 0.00798704466166666
"10" "walking_upstairs" "fBodyAcc-meanFreq()-Y" 0.11787740315
"10" "walking_upstairs" "fBodyAcc-meanFreq()-Z" 0.24323874364
"10" "walking_upstairs" "fBodyAccJerk-mean()-X" -0.978120306166667
"10" "walking_upstairs" "fBodyAccJerk-mean()-Y" -0.9634427765
"10" "walking_upstairs" "fBodyAccJerk-mean()-Z" -0.9826301395
"10" "walking_upstairs" "fBodyAccJerk-meanFreq()-X" 0.18049724774
"10" "walking_upstairs" "fBodyAccJerk-meanFreq()-Y" -0.0236616142666667
"10" "walking_upstairs" "fBodyAccJerk-meanFreq()-Z" 0.136230998733333
"10" "walking_upstairs" "fBodyGyro-mean()-X" -0.9661191675
"10" "walking_upstairs" "fBodyGyro-mean()-Y" -0.976870853
"10" "walking_upstairs" "fBodyGyro-mean()-Z" -0.9572695305
"10" "walking_upstairs" "fBodyGyro-meanFreq()-X" 0.0389539027333333
"10" "walking_upstairs" "fBodyGyro-meanFreq()-Y" 0.0734377932783333
"10" "walking_upstairs" "fBodyGyro-meanFreq()-Z" 0.0366931660383333
"10" "walking_upstairs" "fBodyAccMag-mean()" -0.951348618666667
"10" "walking_upstairs" "fBodyAccMag-meanFreq()" 0.257758402675
"10" "walking_upstairs" "fBodyBodyAccJerkMag-mean()" -0.970436012833333
"10" "walking_upstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.303074622566667
"10" "walking_upstairs" "fBodyBodyGyroMag-mean()" -0.958964957333333
"10" "walking_upstairs" "fBodyBodyGyroMag-meanFreq()" 0.04078922134
"10" "walking_upstairs" "fBodyBodyGyroJerkMag-mean()" -0.980438270333333
"10" "walking_upstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.223002989278333
"11" "walking_upstairs" "tBodyAcc-std()-X" -0.58947649779557
"11" "walking_upstairs" "tBodyAcc-std()-Y" -0.490379346996835
"11" "walking_upstairs" "tBodyAcc-std()-Z" -0.665324314227848
"11" "walking_upstairs" "tGravityAcc-std()-X" -0.975394457689873
"11" "walking_upstairs" "tGravityAcc-std()-Y" -0.957138770727848
"11" "walking_upstairs" "tGravityAcc-std()-Z" -0.956812000411392
"11" "walking_upstairs" "tBodyAccJerk-std()-X" -0.659323083055063
"11" "walking_upstairs" "tBodyAccJerk-std()-Y" -0.608784226719937
"11" "walking_upstairs" "tBodyAccJerk-std()-Z" -0.842511816044304
"11" "walking_upstairs" "tBodyGyro-std()-X" -0.739922126628797
"11" "walking_upstairs" "tBodyGyro-std()-Y" -0.703501766487342
"11" "walking_upstairs" "tBodyGyro-std()-Z" -0.725016008797468
"11" "walking_upstairs" "tBodyGyroJerk-std()-X" -0.781738140601266
"11" "walking_upstairs" "tBodyGyroJerk-std()-Y" -0.868377254082279
"11" "walking_upstairs" "tBodyGyroJerk-std()-Z" -0.795490882468354
"11" "walking_upstairs" "tBodyAccMag-std()" -0.612882270912658
"11" "walking_upstairs" "tGravityAccMag-std()" -0.612882270912658
"11" "walking_upstairs" "tBodyAccJerkMag-std()" -0.664241760370253
"11" "walking_upstairs" "tBodyGyroMag-std()" -0.696771378957911
"11" "walking_upstairs" "tBodyGyroJerkMag-std()" -0.866905012626582
"11" "walking_upstairs" "fBodyAcc-std()-X" -0.579491754749367
"11" "walking_upstairs" "fBodyAcc-std()-Y" -0.502570240243354
"11" "walking_upstairs" "fBodyAcc-std()-Z" -0.652095671108544
"11" "walking_upstairs" "fBodyAccJerk-std()-X" -0.672195644346519
"11" "walking_upstairs" "fBodyAccJerk-std()-Y" -0.609444998247785
"11" "walking_upstairs" "fBodyAccJerk-std()-Z" -0.858259630601266
"11" "walking_upstairs" "fBodyGyro-std()-X" -0.751758277167721
"11" "walking_upstairs" "fBodyGyro-std()-Y" -0.670892713066772
"11" "walking_upstairs" "fBodyGyro-std()-Z" -0.75596062835443
"11" "walking_upstairs" "fBodyAccMag-std()" -0.674470159009494
"11" "walking_upstairs" "fBodyBodyAccJerkMag-std()" -0.676925075857595
"11" "walking_upstairs" "fBodyBodyGyroMag-std()" -0.711267219682278
"11" "walking_upstairs" "fBodyBodyGyroJerkMag-std()" -0.879254016740506
"11" "walking_upstairs" "tBodyAcc-mean()-X" 0.27658531139557
"11" "walking_upstairs" "tBodyAcc-mean()-Y" -0.0191272531933228
"11" "walking_upstairs" "tBodyAcc-mean()-Z" -0.108941761642405
"11" "walking_upstairs" "tGravityAcc-mean()-X" 0.730526184936709
"11" "walking_upstairs" "tGravityAcc-mean()-Y" 0.0527387028613924
"11" "walking_upstairs" "tGravityAcc-mean()-Z" 0.140209861246835
"11" "walking_upstairs" "tBodyAccJerk-mean()-X" 0.0830134540658228
"11" "walking_upstairs" "tBodyAccJerk-mean()-Y" 0.0078044254343038
"11" "walking_upstairs" "tBodyAccJerk-mean()-Z" -0.00657424975259494
"11" "walking_upstairs" "tBodyGyro-mean()-X" -0.0547328440272468
"11" "walking_upstairs" "tBodyGyro-mean()-Y" -0.0582275770813291
"11" "walking_upstairs" "tBodyGyro-mean()-Z" 0.087284109682356
"11" "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0805473309873418
"11" "walking_upstairs" "tBodyGyroJerk-mean()-Y" -0.0493914065474684
"11" "walking_upstairs" "tBodyGyroJerk-mean()-Z" -0.0480140167267405
"11" "walking_upstairs" "tBodyAccMag-mean()" -0.542825032813608
"11" "walking_upstairs" "tGravityAccMag-mean()" -0.542825032813608
"11" "walking_upstairs" "tBodyAccJerkMag-mean()" -0.679819504547468
"11" "walking_upstairs" "tBodyGyroMag-mean()" -0.628367851066456
"11" "walking_upstairs" "tBodyGyroJerkMag-mean()" -0.826829028481013
"11" "walking_upstairs" "fBodyAcc-mean()-X" -0.619524028324684
"11" "walking_upstairs" "fBodyAcc-mean()-Y" -0.531455265662532
"11" "walking_upstairs" "fBodyAcc-mean()-Z" -0.750026145791139
"11" "walking_upstairs" "fBodyAcc-meanFreq()-X" -0.224360420717722
"11" "walking_upstairs" "fBodyAcc-meanFreq()-Y" 0.0318551463759494
"11" "walking_upstairs" "fBodyAcc-meanFreq()-Z" 0.0502783009075316
"11" "walking_upstairs" "fBodyAccJerk-mean()-X" -0.676672987166456
"11" "walking_upstairs" "fBodyAccJerk-mean()-Y" -0.632374688606013
"11" "walking_upstairs" "fBodyAccJerk-mean()-Z" -0.825559590221519
"11" "walking_upstairs" "fBodyAccJerk-meanFreq()-X" -0.0874254925382278
"11" "walking_upstairs" "fBodyAccJerk-meanFreq()-Y" -0.242572597206013
"11" "walking_upstairs" "fBodyAccJerk-meanFreq()-Z" -0.0992296316156962
"11" "walking_upstairs" "fBodyGyro-mean()-X" -0.709949332117089
"11" "walking_upstairs" "fBodyGyro-mean()-Y" -0.776852868955696
"11" "walking_upstairs" "fBodyGyro-mean()-Z" -0.708842979272152
"11" "walking_upstairs" "fBodyGyro-meanFreq()-X" -0.111874925112848
"11" "walking_upstairs" "fBodyGyro-meanFreq()-Y" -0.181778028186076
"11" "walking_upstairs" "fBodyGyro-meanFreq()-Z" -0.0810951668035443
"11" "walking_upstairs" "fBodyAccMag-mean()" -0.611528074359177
"11" "walking_upstairs" "fBodyAccMag-meanFreq()" 0.12725035020425
"11" "walking_upstairs" "fBodyBodyAccJerkMag-mean()" -0.656133473274684
"11" "walking_upstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.158363551858133
"11" "walking_upstairs" "fBodyBodyGyroMag-mean()" -0.757585939588608
"11" "walking_upstairs" "fBodyBodyGyroMag-meanFreq()" -0.10978179348269
"11" "walking_upstairs" "fBodyBodyGyroJerkMag-mean()" -0.864827011392405
"11" "walking_upstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.11789211326962
"12" "sitting" "tBodyAcc-std()-X" -0.508665196767164
"12" "sitting" "tBodyAcc-std()-Y" -0.401357613464179
"12" "sitting" "tBodyAcc-std()-Z" -0.722443639029851
"12" "sitting" "tGravityAcc-std()-X" -0.973039656865672
"12" "sitting" "tGravityAcc-std()-Y" -0.961684570149254
"12" "sitting" "tGravityAcc-std()-Z" -0.956887170522388
"12" "sitting" "tBodyAccJerk-std()-X" -0.487513853589552
"12" "sitting" "tBodyAccJerk-std()-Y" -0.441798499370224
"12" "sitting" "tBodyAccJerk-std()-Z" -0.813044700746269
"12" "sitting" "tBodyGyro-std()-X" -0.677307561997761
"12" "sitting" "tBodyGyro-std()-Y" -0.680398804104478
"12" "sitting" "tBodyGyro-std()-Z" -0.699245741395522
"12" "sitting" "tBodyGyroJerk-std()-X" -0.623189590291045
"12" "sitting" "tBodyGyroJerk-std()-Y" -0.786312781716418
"12" "sitting" "tBodyGyroJerk-std()-Z" -0.71311417830597
"12" "sitting" "tBodyAccMag-std()" -0.509050737147015
"12" "sitting" "tGravityAccMag-std()" -0.509050737147015
"12" "sitting" "tBodyAccJerkMag-std()" -0.468462139639552
"12" "sitting" "tBodyGyroMag-std()" -0.641774640228657
"12" "sitting" "tBodyGyroJerkMag-std()" -0.742760839925373
"12" "sitting" "fBodyAcc-std()-X" -0.514152324191791
"12" "sitting" "fBodyAcc-std()-Y" -0.444910001659702
"12" "sitting" "fBodyAcc-std()-Z" -0.728469606492537
